,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka,liczba_rozdan_na_rozgrywce,liczba_rozdan_na_obronie,liczba_rozdan_Kokosy_na_Obronie,liczba_rozdan_częściówka,liczba_rozdan_końcówka,liczba_rozdan_szlemik,liczba_rozdan_Wpadka
5732,36.39,83.69,98.0,44.04,85.4,28.01,56.76,79,61,21,33,44,4,38
5733,36.39,83.69,98.0,44.04,85.4,28.01,56.76,79,61,21,33,44,4,38
5734,36.39,83.69,98.0,44.04,85.4,28.01,56.76,79,61,21,33,44,4,38
5735,29.09,35.77,47.12,19.79,32.63,31.77,48.6,68,74,29,30,50,3,30
5736,29.09,35.77,47.12,19.79,32.63,31.77,48.6,68,74,29,30,50,3,30
5737,29.09,35.77,47.12,19.79,32.63,31.77,48.6,68,74,29,30,50,3,30
5738,29.09,35.77,47.12,19.79,32.63,31.77,48.6,68,74,29,30,50,3,30
5739,29.09,35.77,47.12,19.79,32.63,31.77,48.6,68,74,29,30,50,3,30
5740,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5741,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5742,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5743,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5744,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5745,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5746,24.07,42.61,27.27,58.76,27.55,5.02,51.97,96,101,42,52,53,5,45
5747,95.89,98.86,99.32,99.26,73.36,90.42,3.08,16,8,3,10,5,3,3
5748,35.88,14.38,4.91,31.66,49.63,44.38,54.42,66,66,16,47,40,4,25
5749,35.88,14.38,4.91,31.66,49.63,44.38,54.42,66,66,16,47,40,4,25
5750,35.88,14.38,4.91,31.66,49.63,44.38,54.42,66,66,16,47,40,4,25
5751,35.88,14.38,4.91,31.66,49.63,44.38,54.42,66,66,16,47,40,4,25
5752,35.88,14.38,4.91,31.66,49.63,44.38,54.42,66,66,16,47,40,4,25
5753,43.92,14.95,3.19,21.11,70.96,70.11,74.79,40,40,8,25,28,2,17
5754,43.92,14.95,3.19,21.11,70.96,70.11,74.79,40,40,8,25,28,2,17
5755,43.92,14.95,3.19,21.11,70.96,70.11,74.79,40,40,8,25,28,2,17
5756,72.05,3.31,34.46,9.36,74.9,30.46,12.15,31,22,6,13,22,5,7
5757,72.05,3.31,34.46,9.36,74.9,30.46,12.15,31,22,6,13,22,5,7
5758,36.0,11.01,75.53,21.62,52.6,15.29,6.62,15,12,2,6,14,1,4
5759,36.0,11.01,75.53,21.62,52.6,15.29,6.62,15,12,2,6,14,1,4
5760,4.11,40.5,60.64,17.23,54.19,85.28,9.41,100,65,22,39,41,6,57
5761,4.11,40.5,60.64,17.23,54.19,85.28,9.41,100,65,22,39,41,6,57
5762,4.11,40.5,60.64,17.23,54.19,85.28,9.41,100,65,22,39,41,6,57
5763,4.11,40.5,60.64,17.23,54.19,85.28,9.41,100,65,22,39,41,6,57
5764,4.11,40.5,60.64,17.23,54.19,85.28,9.41,100,65,22,39,41,6,57
5765,4.11,40.5,60.64,17.23,54.19,85.28,9.41,100,65,22,39,41,6,57
5766,81.4,95.61,80.26,86.77,92.64,79.06,59.78,69,46,22,27,40,6,20
5767,81.4,95.61,80.26,86.77,92.64,79.06,59.78,69,46,22,27,40,6,20
5768,81.4,95.61,80.26,86.77,92.64,79.06,59.78,69,46,22,27,40,6,20
5769,81.4,95.61,80.26,86.77,92.64,79.06,59.78,69,46,22,27,40,6,20
5770,44.21,58.13,79.12,55.16,38.33,40.39,41.93,58,53,19,37,32,4,19
5771,44.21,58.13,79.12,55.16,38.33,40.39,41.93,58,53,19,37,32,4,19
5772,44.21,58.13,79.12,55.16,38.33,40.39,41.93,58,53,19,37,32,4,19
5773,44.21,58.13,79.12,55.16,38.33,40.39,41.93,58,53,19,37,32,4,19
5774,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5775,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5776,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5777,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5778,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5779,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5780,34.97,32.12,80.38,22.82,52.37,30.58,20.76,89,104,31,53,61,11,37
5781,5.08,10.95,32.69,41.53,38.62,3.19,6.22,15,14,5,5,9,3,7
5782,90.42,90.99,98.06,78.38,80.95,83.86,15.97,13,16,5,8,11,2,3
5783,40.73,0.06,0.0,2.4,4.85,46.78,2.45,12,17,1,11,14,2,1
5784,40.73,0.06,0.0,2.4,4.85,46.78,2.45,12,17,1,11,14,2,1
5785,5.48,34.68,3.25,52.54,14.43,89.33,0.4,11,18,9,4,11,1,4
5786,76.38,34.0,18.48,92.24,39.13,89.33,94.87,19,10,3,9,10,1,6
5787,16.49,18.71,6.79,26.64,95.55,6.9,29.83,12,16,2,7,9,2,8
5788,16.49,18.71,6.79,26.64,95.55,6.9,29.83,12,16,2,7,9,2,8
5789,19.91,2.4,0.91,6.05,19.0,3.82,5.42,8,18,4,8,10,1,3
5790,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5791,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5792,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5793,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5794,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5795,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5796,32.52,39.59,56.59,32.8,31.2,43.92,62.64,102,97,33,58,59,10,39
5797,42.44,10.04,15.23,25.78,28.92,62.64,9.53,42,45,13,28,31,3,12
5798,42.44,10.04,15.23,25.78,28.92,62.64,9.53,42,45,13,28,31,3,12
5799,42.44,10.04,15.23,25.78,28.92,62.64,9.53,42,45,13,28,31,3,12
5800,93.67,89.5,54.65,96.24,96.29,19.28,25.39,19,10,3,12,10,1,3
5801,87.34,72.33,96.69,63.38,79.69,99.37,90.47,19,10,3,8,12,1,5
5802,7.87,13.58,22.76,14.15,6.33,9.13,2.97,10,18,6,10,7,2,3
5803,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5804,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5805,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5806,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5807,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5808,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5809,25.56,56.3,65.66,15.97,33.54,80.43,36.79,88,109,40,65,58,4,30
5810,97.09,99.37,89.45,86.54,96.69,74.39,80.95,20,32,17,18,11,3,3
5811,97.09,99.37,89.45,86.54,96.69,74.39,80.95,20,32,17,18,11,3,3
5812,0.11,56.08,14.2,5.76,22.08,19.28,6.33,11,18,7,9,6,1,6
5813,2.62,20.14,74.61,32.46,1.71,33.94,19.97,21,35,11,12,15,3,15
5814,2.62,20.14,74.61,32.46,1.71,33.94,19.97,21,35,11,12,15,3,15
5815,41.02,24.81,97.26,40.5,21.68,83.74,32.4,42,42,9,26,34,2,13
5816,41.02,24.81,97.26,40.5,21.68,83.74,32.4,42,42,9,26,34,2,13
5817,41.02,24.81,97.26,40.5,21.68,83.74,32.4,42,42,9,26,34,2,13
5818,62.01,88.08,42.95,92.13,53.45,89.33,1.94,10,19,6,7,13,1,2
5819,62.01,88.08,42.95,92.13,53.45,89.33,1.94,10,19,6,7,13,1,2
5820,11.92,74.22,71.59,11.07,82.6,12.26,12.26,9,19,6,11,7,1,3
5821,3.59,88.42,3.08,98.29,41.07,12.26,25.67,12,15,6,8,5,1,7
5822,3.59,88.42,3.08,98.29,41.07,12.26,25.67,12,15,6,8,5,1,7
5823,92.01,7.02,61.32,74.67,75.87,84.31,93.27,21,8,2,11,8,3,5
5824,0.68,0.0,1.37,0.0,31.77,0.23,3.65,19,10,1,4,9,2,13
5825,99.83,87.62,73.87,97.55,74.79,97.15,25.78,11,15,8,5,9,2,2
5826,78.27,81.18,33.88,49.8,89.22,37.48,90.64,58,76,36,34,35,6,23
5827,78.27,81.18,33.88,49.8,89.22,37.48,90.64,58,76,36,34,35,6,23
5828,78.27,81.18,33.88,49.8,89.22,37.48,90.64,58,76,36,34,35,6,23
5829,78.27,81.18,33.88,49.8,89.22,37.48,90.64,58,76,36,34,35,6,23
5830,78.27,81.18,33.88,49.8,89.22,37.48,90.64,58,76,36,34,35,6,23
5831,67.14,69.2,60.75,69.82,22.7,96.24,92.13,61,50,22,28,32,5,24
5832,67.14,69.2,60.75,69.82,22.7,96.24,92.13,61,50,22,28,32,5,24
5833,67.14,69.2,60.75,69.82,22.7,96.24,92.13,61,50,22,28,32,5,24
5834,67.14,69.2,60.75,69.82,22.7,96.24,92.13,61,50,22,28,32,5,24
5835,1.65,83.91,54.93,1.31,36.28,12.26,44.61,17,10,5,4,7,1,10
5836,74.67,68.85,82.43,42.78,78.95,60.64,55.05,79,91,34,49,51,7,29
5837,74.67,68.85,82.43,42.78,78.95,60.64,55.05,79,91,34,49,51,7,29
5838,74.67,68.85,82.43,42.78,78.95,60.64,55.05,79,91,34,49,51,7,29
5839,74.67,68.85,82.43,42.78,78.95,60.64,55.05,79,91,34,49,51,7,29
5840,74.67,68.85,82.43,42.78,78.95,60.64,55.05,79,91,34,49,51,7,29
5841,74.67,68.85,82.43,42.78,78.95,60.64,55.05,79,91,34,49,51,7,29
5842,90.13,89.79,47.18,64.35,95.27,92.7,59.95,86,76,36,52,45,7,22
5843,90.13,89.79,47.18,64.35,95.27,92.7,59.95,86,76,36,52,45,7,22
5844,90.13,89.79,47.18,64.35,95.27,92.7,59.95,86,76,36,52,45,7,22
5845,90.13,89.79,47.18,64.35,95.27,92.7,59.95,86,76,36,52,45,7,22
5846,90.13,89.79,47.18,64.35,95.27,92.7,59.95,86,76,36,52,45,7,22
5847,90.13,89.79,47.18,64.35,95.27,92.7,59.95,86,76,36,52,45,7,22
5848,5.88,27.5,13.52,30.63,18.82,30.12,11.29,37,48,16,26,21,4,18
5849,5.88,27.5,13.52,30.63,18.82,30.12,11.29,37,48,16,26,21,4,18
5850,5.88,27.5,13.52,30.63,18.82,30.12,11.29,37,48,16,26,21,4,18
5851,25.73,40.27,7.87,82.54,14.66,60.24,35.6,45,40,15,28,21,3,18
5852,25.73,40.27,7.87,82.54,14.66,60.24,35.6,45,40,15,28,21,3,18
5853,25.73,40.27,7.87,82.54,14.66,60.24,35.6,45,40,15,28,21,3,18
5854,7.19,24.64,15.69,16.14,12.44,36.39,23.67,62,70,26,43,34,3,26
5855,7.19,24.64,15.69,16.14,12.44,36.39,23.67,62,70,26,43,34,3,26
5856,7.19,24.64,15.69,16.14,12.44,36.39,23.67,62,70,26,43,34,3,26
5857,7.19,24.64,15.69,16.14,12.44,36.39,23.67,62,70,26,43,34,3,26
5858,7.19,24.64,15.69,16.14,12.44,36.39,23.67,62,70,26,43,34,3,26
5859,50.77,9.07,6.73,23.16,29.49,35.37,34.91,70,87,28,51,53,4,21
5860,50.77,9.07,6.73,23.16,29.49,35.37,34.91,70,87,28,51,53,4,21
5861,50.77,9.07,6.73,23.16,29.49,35.37,34.91,70,87,28,51,53,4,21
5862,50.77,9.07,6.73,23.16,29.49,35.37,34.91,70,87,28,51,53,4,21
5863,50.77,9.07,6.73,23.16,29.49,35.37,34.91,70,87,28,51,53,4,21
5864,50.77,9.07,6.73,23.16,29.49,35.37,34.91,70,87,28,51,53,4,21
5865,2.34,19.68,34.0,40.16,1.37,49.74,22.7,12,14,3,8,5,3,7
5866,13.98,47.52,53.51,21.79,54.88,33.09,40.1,26,29,9,17,13,4,12
5867,13.98,47.52,53.51,21.79,54.88,33.09,40.1,26,29,9,17,13,4,12
5868,49.0,33.31,31.95,41.24,55.62,41.36,71.76,78,62,23,42,40,7,28
5869,49.0,33.31,31.95,41.24,55.62,41.36,71.76,78,62,23,42,40,7,28
5870,49.0,33.31,31.95,41.24,55.62,41.36,71.76,78,62,23,42,40,7,28
5871,49.0,33.31,31.95,41.24,55.62,41.36,71.76,78,62,23,42,40,7,28
5872,49.0,33.31,31.95,41.24,55.62,41.36,71.76,78,62,23,42,40,7,28
5873,2.05,30.98,33.54,10.9,11.01,39.93,11.81,11,15,4,9,7,1,5
5874,22.02,17.34,23.22,13.8,34.28,29.78,32.23,80,94,28,55,55,4,32
5875,22.02,17.34,23.22,13.8,34.28,29.78,32.23,80,94,28,55,55,4,32
5876,22.02,17.34,23.22,13.8,34.28,29.78,32.23,80,94,28,55,55,4,32
5877,22.02,17.34,23.22,13.8,34.28,29.78,32.23,80,94,28,55,55,4,32
5878,22.02,17.34,23.22,13.8,34.28,29.78,32.23,80,94,28,55,55,4,32
5879,22.02,17.34,23.22,13.8,34.28,29.78,32.23,80,94,28,55,55,4,32
5880,33.83,30.63,5.25,23.1,63.78,13.29,60.47,12,14,5,7,9,1,4
5881,24.93,25.27,80.78,10.1,18.31,54.82,64.23,51,55,18,26,33,5,24
5882,24.93,25.27,80.78,10.1,18.31,54.82,64.23,51,55,18,26,33,5,24
5883,24.93,25.27,80.78,10.1,18.31,54.82,64.23,51,55,18,26,33,5,24
5884,24.93,25.27,80.78,10.1,18.31,54.82,64.23,51,55,18,26,33,5,24
5885,78.55,92.01,72.85,89.5,56.13,79.35,88.93,86,82,40,46,44,6,32
5886,78.55,92.01,72.85,89.5,56.13,79.35,88.93,86,82,40,46,44,6,32
5887,78.55,92.01,72.85,89.5,56.13,79.35,88.93,86,82,40,46,44,6,32
5888,78.55,92.01,72.85,89.5,56.13,79.35,88.93,86,82,40,46,44,6,32
5889,78.55,92.01,72.85,89.5,56.13,79.35,88.93,86,82,40,46,44,6,32
5890,78.55,92.01,72.85,89.5,56.13,79.35,88.93,86,82,40,46,44,6,32
5891,73.42,94.64,75.24,93.61,49.34,66.63,89.9,73,70,36,36,38,5,28
5892,73.42,94.64,75.24,93.61,49.34,66.63,89.9,73,70,36,36,38,5,28
5893,73.42,94.64,75.24,93.61,49.34,66.63,89.9,73,70,36,36,38,5,28
5894,73.42,94.64,75.24,93.61,49.34,66.63,89.9,73,70,36,36,38,5,28
5895,73.42,94.64,75.24,93.61,49.34,66.63,89.9,73,70,36,36,38,5,28
5896,22.7,81.57,54.42,37.65,64.46,48.37,21.39,65,99,37,54,43,5,25
5897,22.7,81.57,54.42,37.65,64.46,48.37,21.39,65,99,37,54,43,5,25
5898,22.7,81.57,54.42,37.65,64.46,48.37,21.39,65,99,37,54,43,5,25
5899,22.7,81.57,54.42,37.65,64.46,48.37,21.39,65,99,37,54,43,5,25
5900,22.7,81.57,54.42,37.65,64.46,48.37,21.39,65,99,37,54,43,5,25
5901,22.7,81.57,54.42,37.65,64.46,48.37,21.39,65,99,37,54,43,5,25
5902,88.99,88.25,94.12,87.28,68.45,54.76,96.06,44,42,15,25,28,3,15
5903,88.99,88.25,94.12,87.28,68.45,54.76,96.06,44,42,15,25,28,3,15
5904,88.99,88.25,94.12,87.28,68.45,54.76,96.06,44,42,15,25,28,3,15
5905,16.71,37.36,50.54,30.29,20.71,83.17,13.58,85,75,29,40,47,8,36
5906,16.71,37.36,50.54,30.29,20.71,83.17,13.58,85,75,29,40,47,8,36
5907,16.71,37.36,50.54,30.29,20.71,83.17,13.58,85,75,29,40,47,8,36
5908,16.71,37.36,50.54,30.29,20.71,83.17,13.58,85,75,29,40,47,8,36
5909,16.71,37.36,50.54,30.29,20.71,83.17,13.58,85,75,29,40,47,8,36
5910,16.71,37.36,50.54,30.29,20.71,83.17,13.58,85,75,29,40,47,8,36
5911,10.21,9.3,13.23,26.81,3.25,81.06,47.52,35,47,12,24,28,3,15
5912,10.21,9.3,13.23,26.81,3.25,81.06,47.52,35,47,12,24,28,3,15
5913,10.21,9.3,13.23,26.81,3.25,81.06,47.52,35,47,12,24,28,3,15
5914,91.96,65.26,49.12,79.63,86.48,75.13,81.23,87,84,30,56,46,12,27
5915,91.96,65.26,49.12,79.63,86.48,75.13,81.23,87,84,30,56,46,12,27
5916,91.96,65.26,49.12,79.63,86.48,75.13,81.23,87,84,30,56,46,12,27
5917,91.96,65.26,49.12,79.63,86.48,75.13,81.23,87,84,30,56,46,12,27
5918,91.96,65.26,49.12,79.63,86.48,75.13,81.23,87,84,30,56,46,12,27
5919,91.96,65.26,49.12,79.63,86.48,75.13,81.23,87,84,30,56,46,12,27
5920,47.23,21.91,18.94,18.14,59.16,19.0,93.1,31,27,7,17,21,1,12
5921,47.23,21.91,18.94,18.14,59.16,19.0,93.1,31,27,7,17,21,1,12
5922,24.19,52.54,69.2,12.32,63.61,60.52,19.91,83,83,33,42,48,6,37
5923,24.19,52.54,69.2,12.32,63.61,60.52,19.91,83,83,33,42,48,6,37
5924,24.19,52.54,69.2,12.32,63.61,60.52,19.91,83,83,33,42,48,6,37
5925,24.19,52.54,69.2,12.32,63.61,60.52,19.91,83,83,33,42,48,6,37
5926,24.19,52.54,69.2,12.32,63.61,60.52,19.91,83,83,33,42,48,6,37
5927,24.19,52.54,69.2,12.32,63.61,60.52,19.91,83,83,33,42,48,6,37
5928,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5929,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5930,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5931,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5932,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5933,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5934,4.16,7.13,11.98,5.25,2.17,8.9,14.83,58,139,48,63,45,9,32
5935,32.29,65.66,50.6,24.87,30.23,50.43,89.05,56,79,29,47,33,4,22
5936,32.29,65.66,50.6,24.87,30.23,50.43,89.05,56,79,29,47,33,4,22
5937,32.29,65.66,50.6,24.87,30.23,50.43,89.05,56,79,29,47,33,4,22
5938,32.29,65.66,50.6,24.87,30.23,50.43,89.05,56,79,29,47,33,4,22
5939,32.29,65.66,50.6,24.87,30.23,50.43,89.05,56,79,29,47,33,4,22
5940,19.62,53.34,39.08,73.3,13.23,26.07,22.3,84,84,35,50,42,5,36
5941,19.62,53.34,39.08,73.3,13.23,26.07,22.3,84,84,35,50,42,5,36
5942,19.62,53.34,39.08,73.3,13.23,26.07,22.3,84,84,35,50,42,5,36
5943,19.62,53.34,39.08,73.3,13.23,26.07,22.3,84,84,35,50,42,5,36
5944,19.62,53.34,39.08,73.3,13.23,26.07,22.3,84,84,35,50,42,5,36
5945,19.62,53.34,39.08,73.3,13.23,26.07,22.3,84,84,35,50,42,5,36
5946,91.56,94.47,9.36,99.66,93.95,92.98,80.38,16,13,7,7,8,1,6
5947,15.35,18.37,29.66,5.36,24.02,27.95,46.43,58,72,25,38,37,5,25
5948,15.35,18.37,29.66,5.36,24.02,27.95,46.43,58,72,25,38,37,5,25
5949,15.35,18.37,29.66,5.36,24.02,27.95,46.43,58,72,25,38,37,5,25
5950,15.35,18.37,29.66,5.36,24.02,27.95,46.43,58,72,25,38,37,5,25
5951,15.35,18.37,29.66,5.36,24.02,27.95,46.43,58,72,25,38,37,5,25
5952,42.95,38.96,11.87,63.21,61.89,71.02,35.25,47,40,18,23,24,2,20
5953,42.95,38.96,11.87,63.21,61.89,71.02,35.25,47,40,18,23,24,2,20
5954,42.95,38.96,11.87,63.21,61.89,71.02,35.25,47,40,18,23,24,2,20
5955,56.19,66.23,18.37,74.44,67.48,52.77,68.68,75,94,28,61,46,6,28
5956,56.19,66.23,18.37,74.44,67.48,52.77,68.68,75,94,28,61,46,6,28
5957,56.19,66.23,18.37,74.44,67.48,52.77,68.68,75,94,28,61,46,6,28
5958,56.19,66.23,18.37,74.44,67.48,52.77,68.68,75,94,28,61,46,6,28
5959,56.19,66.23,18.37,74.44,67.48,52.77,68.68,75,94,28,61,46,6,28
5960,56.19,66.23,18.37,74.44,67.48,52.77,68.68,75,94,28,61,46,6,28
5961,41.07,40.22,62.75,86.94,16.37,44.72,49.4,37,43,13,20,27,4,16
5962,41.07,40.22,62.75,86.94,16.37,44.72,49.4,37,43,13,20,27,4,16
5963,41.07,40.22,62.75,86.94,16.37,44.72,49.4,37,43,13,20,27,4,16
5964,40.96,77.64,35.6,84.08,60.81,6.5,74.33,85,82,33,43,50,3,38
5965,40.96,77.64,35.6,84.08,60.81,6.5,74.33,85,82,33,43,50,3,38
5966,40.96,77.64,35.6,84.08,60.81,6.5,74.33,85,82,33,43,50,3,38
5967,40.96,77.64,35.6,84.08,60.81,6.5,74.33,85,82,33,43,50,3,38
5968,40.96,77.64,35.6,84.08,60.81,6.5,74.33,85,82,33,43,50,3,38
5969,40.96,77.64,35.6,84.08,60.81,6.5,74.33,85,82,33,43,50,3,38
5970,69.54,81.63,74.56,53.74,70.91,60.92,83.17,76,87,37,46,41,8,31
5971,69.54,81.63,74.56,53.74,70.91,60.92,83.17,76,87,37,46,41,8,31
5972,69.54,81.63,74.56,53.74,70.91,60.92,83.17,76,87,37,46,41,8,31
5973,69.54,81.63,74.56,53.74,70.91,60.92,83.17,76,87,37,46,41,8,31
5974,69.54,81.63,74.56,53.74,70.91,60.92,83.17,76,87,37,46,41,8,31
5975,69.54,81.63,74.56,53.74,70.91,60.92,83.17,76,87,37,46,41,8,31
5976,86.48,15.06,25.73,0.68,92.01,15.97,94.75,22,30,12,12,14,3,11
5977,86.48,15.06,25.73,0.68,92.01,15.97,94.75,22,30,12,12,14,3,11
5978,54.65,4.85,0.74,19.45,57.84,46.89,94.18,17,12,5,9,6,4,5
5979,57.84,59.16,19.11,59.5,25.67,81.4,97.15,16,13,5,8,8,2,6
5980,3.88,76.38,73.3,23.22,40.62,0.34,20.82,78,58,25,36,33,1,41
5981,3.88,76.38,73.3,23.22,40.62,0.34,20.82,78,58,25,36,33,1,41
5982,3.88,76.38,73.3,23.22,40.62,0.34,20.82,78,58,25,36,33,1,41
5983,3.88,76.38,73.3,23.22,40.62,0.34,20.82,78,58,25,36,33,1,41
5984,3.88,76.38,73.3,23.22,40.62,0.34,20.82,78,58,25,36,33,1,41
5985,73.99,51.97,95.04,41.19,60.3,22.93,91.04,25,30,8,18,18,4,7
5986,73.99,51.97,95.04,41.19,60.3,22.93,91.04,25,30,8,18,18,4,7
5987,72.68,77.81,46.49,81.0,85.11,61.1,48.89,29,26,11,16,16,2,10
5988,72.68,77.81,46.49,81.0,85.11,61.1,48.89,29,26,11,16,16,2,10
5989,44.55,16.2,39.25,14.43,36.22,77.24,32.92,39,45,15,26,26,2,15
5990,44.55,16.2,39.25,14.43,36.22,77.24,32.92,39,45,15,26,26,2,15
5991,44.55,16.2,39.25,14.43,36.22,77.24,32.92,39,45,15,26,26,2,15
5992,55.11,74.61,49.29,66.97,85.91,82.77,34.4,85,54,25,42,35,7,30
5993,55.11,74.61,49.29,66.97,85.91,82.77,34.4,85,54,25,42,35,7,30
5994,55.11,74.61,49.29,66.97,85.91,82.77,34.4,85,54,25,42,35,7,30
5995,55.11,74.61,49.29,66.97,85.91,82.77,34.4,85,54,25,42,35,7,30
5996,55.11,74.61,49.29,66.97,85.91,82.77,34.4,85,54,25,42,35,7,30
5997,27.27,28.64,96.58,30.01,18.03,26.47,51.68,45,39,13,20,29,3,19
5998,27.27,28.64,96.58,30.01,18.03,26.47,51.68,45,39,13,20,29,3,19
5999,27.27,28.64,96.58,30.01,18.03,26.47,51.68,45,39,13,20,29,3,19
6000,44.72,97.66,93.61,87.62,88.59,23.33,47.01,42,43,22,15,26,2,20
6001,44.72,97.66,93.61,87.62,88.59,23.33,47.01,42,43,22,15,26,2,20
6002,44.72,97.66,93.61,87.62,88.59,23.33,47.01,42,43,22,15,26,2,20
6003,49.57,91.9,83.8,67.54,83.86,30.98,87.39,61,55,23,31,30,4,28
6004,49.57,91.9,83.8,67.54,83.86,30.98,87.39,61,55,23,31,30,4,28
6005,49.57,91.9,83.8,67.54,83.86,30.98,87.39,61,55,23,31,30,4,28
6006,49.57,91.9,83.8,67.54,83.86,30.98,87.39,61,55,23,31,30,4,28
6007,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6008,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6009,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6010,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6011,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6012,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6013,77.01,20.71,28.81,2.8,11.29,59.16,68.28,48,141,59,69,39,5,17
6014,53.85,18.14,7.59,7.47,0.8,20.37,80.83,25,114,53,44,23,5,14
6015,53.85,18.14,7.59,7.47,0.8,20.37,80.83,25,114,53,44,23,5,14
6016,53.85,18.14,7.59,7.47,0.8,20.37,80.83,25,114,53,44,23,5,14
6017,53.85,18.14,7.59,7.47,0.8,20.37,80.83,25,114,53,44,23,5,14
6018,53.85,18.14,7.59,7.47,0.8,20.37,80.83,25,114,53,44,23,5,14
6019,55.33,31.43,44.78,53.91,24.47,18.43,63.66,39,45,12,38,21,2,11
6020,55.33,31.43,44.78,53.91,24.47,18.43,63.66,39,45,12,38,21,2,11
6021,55.33,31.43,44.78,53.91,24.47,18.43,63.66,39,45,12,38,21,2,11
6022,7.24,99.6,9.75,98.97,80.6,99.54,17.63,20,9,7,6,4,1,11
6023,7.24,99.6,9.75,98.97,80.6,99.54,17.63,20,9,7,6,4,1,11
6024,64.46,77.3,71.99,96.52,10.78,97.32,96.86,19,8,4,6,7,1,9
6025,64.46,77.3,71.99,96.52,10.78,97.32,96.86,19,8,4,6,7,1,9
6026,18.2,12.66,6.33,5.65,45.46,61.67,55.85,71,69,22,38,43,5,32
6027,18.2,12.66,6.33,5.65,45.46,61.67,55.85,71,69,22,38,43,5,32
6028,18.2,12.66,6.33,5.65,45.46,61.67,55.85,71,69,22,38,43,5,32
6029,18.2,12.66,6.33,5.65,45.46,61.67,55.85,71,69,22,38,43,5,32
6030,18.2,12.66,6.33,5.65,45.46,61.67,55.85,71,69,22,38,43,5,32
6031,75.24,1.48,8.39,57.05,3.54,4.16,30.12,12,14,4,10,8,1,3
6032,41.59,1.54,6.22,72.9,12.26,4.16,65.54,33,22,6,13,20,1,15
6033,41.59,1.54,6.22,72.9,12.26,4.16,65.54,33,22,6,13,20,1,15
6034,69.94,88.82,52.31,36.51,86.37,93.78,92.3,77,83,39,43,45,3,30
6035,69.94,88.82,52.31,36.51,86.37,93.78,92.3,77,83,39,43,45,3,30
6036,69.94,88.82,52.31,36.51,86.37,93.78,92.3,77,83,39,43,45,3,30
6037,69.94,88.82,52.31,36.51,86.37,93.78,92.3,77,83,39,43,45,3,30
6038,69.94,88.82,52.31,36.51,86.37,93.78,92.3,77,83,39,43,45,3,30
